DESCRIÇÃO,UNIDADE,UF,Preço.Entregue,Preço.Final,REF,PEI,Região
Mergulhador,h,MG,8.0884,8.0884,202204,MDO,Sudeste
Mergulhador,h,MS,8.0884,8.0884,202204,MDO,Centro-Oeste
Mergulhador,h,MT,8.0884,8.0884,202204,MDO,Centro-Oeste
Mergulhador,h,PA,8.0884,8.0884,202204,MDO,Norte
Mergulhador,h,PB,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador,h,PE,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador,h,PI,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador,h,PR,8.0884,8.0884,202204,MDO,Sul
Mergulhador,h,RJ,8.0884,8.0884,202204,MDO,Sudeste
Mergulhador,h,RN,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador,h,RO,8.0884,8.0884,202204,MDO,Norte
Mergulhador,h,RR,8.0884,8.0884,202204,MDO,Norte
Mergulhador,h,RS,8.0884,8.0884,202204,MDO,Sul
Mergulhador,h,SC,8.0884,8.0884,202204,MDO,Sul
Mergulhador,h,SE,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador,h,SP,8.0884,8.0884,202204,MDO,Sudeste
Mergulhador,h,TO,8.0884,8.0884,202204,MDO,Norte
Mergulhador com periculosidade,h,AC,8.0884,8.0884,202204,MDO,Norte
Mergulhador com periculosidade,h,AL,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,AM,8.0884,8.0884,202204,MDO,Norte
Mergulhador com periculosidade,h,AP,8.0884,8.0884,202204,MDO,Norte
Mergulhador com periculosidade,h,BA,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,CE,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,DF,8.0884,8.0884,202204,MDO,Centro-Oeste
Mergulhador com periculosidade,h,ES,8.0884,8.0884,202204,MDO,Sudeste
Mergulhador com periculosidade,h,GO,8.0884,8.0884,202204,MDO,Centro-Oeste
Mergulhador com periculosidade,h,MA,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,MG,8.0884,8.0884,202204,MDO,Sudeste
Mergulhador com periculosidade,h,MS,8.0884,8.0884,202204,MDO,Centro-Oeste
Mergulhador com periculosidade,h,MT,8.0884,8.0884,202204,MDO,Centro-Oeste
Mergulhador com periculosidade,h,PA,8.0884,8.0884,202204,MDO,Norte
Mergulhador com periculosidade,h,PB,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,PE,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,PI,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,PR,8.0884,8.0884,202204,MDO,Sul
Mergulhador com periculosidade,h,RJ,8.0884,8.0884,202204,MDO,Sudeste
Mergulhador com periculosidade,h,RN,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,RO,8.0884,8.0884,202204,MDO,Norte
Mergulhador com periculosidade,h,RR,8.0884,8.0884,202204,MDO,Norte
Mergulhador com periculosidade,h,RS,8.0884,8.0884,202204,MDO,Sul
Mergulhador com periculosidade,h,SC,8.0884,8.0884,202204,MDO,Sul
Mergulhador com periculosidade,h,SE,8.0884,8.0884,202204,MDO,Nordestes
Mergulhador com periculosidade,h,SP,8.0884,8.0884,202204,MDO,Sudeste
Mergulhador com periculosidade,h,TO,8.0884,8.0884,202204,MDO,Norte
Bombeiro hidráulico,h,MS,9.3339,9.3339,202204,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,MS,9.3339,9.3339,202204,MDO,Centro-Oeste
Bombeiro hidráulico,h,MT,9.3333,9.3333,202204,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,MT,9.3333,9.3333,202204,MDO,Centro-Oeste
Operador de equipamento leve,h,AC,7.5756,7.5756,202204,MDO,Norte
Operador de equipamento leve com periculosidade,h,AC,7.5756,7.5756,202204,MDO,Norte
Operador de equipamento leve com insalubridade,h,AC,7.5756,7.5756,202204,MDO,Norte
Bombeiro hidráulico,h,DF,9.3297,9.3297,202204,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,DF,9.3297,9.3297,202204,MDO,Centro-Oeste
Engenheiro de segurança do trabalho,mês,RJ,10409.92,10409.92,202204,MDO,Sudeste
Apontador,mês,SC,1708.89,1708.89,202204,MDO,Sul
Vigia,mês,GO,1228.961,1228.961,202204,MDO,Centro-Oeste
Engenheiro de segurança do trabalho,mês,PR,10408.62,10408.62,202204,MDO,Sul
Bombeiro hidráulico,h,GO,9.3249,9.3249,202204,MDO,Centro-Oeste
Bombeiro hidráulico com periculosidade,h,GO,9.3249,9.3249,202204,MDO,Centro-Oeste
Apontador,mês,PR,1724.05,1724.05,202204,MDO,Sul
Engenheiro de segurança do trabalho,mês,PA,10408.45,10408.45,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,CE,10408.42,10408.42,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,DF,10408.03,10408.03,202204,MDO,Centro-Oeste
Engenheiro de segurança do trabalho,mês,GO,10408.03,10408.03,202204,MDO,Centro-Oeste
Engenheiro de segurança do trabalho,mês,MT,10408.03,10408.03,202204,MDO,Centro-Oeste
Engenheiro de segurança do trabalho,mês,AC,10407.7,10407.7,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,AM,10407.7,10407.7,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,AP,10407.7,10407.7,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,RO,10407.7,10407.7,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,RR,10407.7,10407.7,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,TO,10407.7,10407.7,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,AL,10407.61,10407.61,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,MA,10407.61,10407.61,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,PB,10407.61,10407.61,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,PE,10407.61,10407.61,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,PI,10407.61,10407.61,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,RN,10407.61,10407.61,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,SE,10407.61,10407.61,202204,MDO,Nordestes
Engenheiro de segurança do trabalho,mês,ES,10407.56,10407.56,202204,MDO,Sudeste
Engenheiro de segurança do trabalho,mês,SP,10407.56,10407.56,202204,MDO,Sudeste
Desenhista,mês,AC,2911.07,2911.07,202204,MDO,Norte
Desenhista,mês,AM,2911.07,2911.07,202204,MDO,Norte
Desenhista,mês,AP,2911.07,2911.07,202204,MDO,Norte
Desenhista,mês,PA,2911.07,2911.07,202204,MDO,Norte
Desenhista,mês,RO,2911.07,2911.07,202204,MDO,Norte
Desenhista,mês,RR,2911.07,2911.07,202204,MDO,Norte
Desenhista,mês,TO,2911.07,2911.07,202204,MDO,Norte
Engenheiro de segurança do trabalho,mês,MS,10407.36,10407.36,202204,MDO,Centro-Oeste
Engenheiro de segurança do trabalho,mês,BA,10406.91,10406.91,202204,MDO,Nordestes
Ajudante especializado,h,GO,7.3285,7.3285,202204,MDO,Centro-Oeste
Ajudante,h,GO,6.1071,6.1071,202204,MDO,Centro-Oeste
Pré-marcador,h,GO,6.1071,6.1071,202204,MDO,Centro-Oeste
Selecionador de material pétreo,h,GO,6.1071,6.1071,202204,MDO,Centro-Oeste
Frentista de túnel,h,GO,6.1071,6.1071,202204,MDO,Centro-Oeste
Frentista de túnel com periculosidade,h,GO,6.1071,6.1071,202204,MDO,Centro-Oeste
Perfurador de tubulão a ar comprimido com insalubridade,h,GO,6.1074,6.1074,202204,MDO,Centro-Oeste
Perfurador de tubulão,h,GO,6.1074,6.1074,202204,MDO,Centro-Oeste
Engenheiro de segurança do trabalho,mês,RS,10406.13,10406.13,202204,MDO,Sul
Engenheiro de segurança do trabalho,mês,SC,10406.12,10406.12,202204,MDO,Sul
Engenheiro de segurança do trabalho,mês,MG,10405.81,10405.81,202204,MDO,Sudeste
Operacional,mês,AC,1349.336,1349.336,202204,MDO,Norte
Operacional,mês,AL,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,AM,1349.336,1349.336,202204,MDO,Norte
Operacional,mês,AP,1349.336,1349.336,202204,MDO,Norte
Operacional,mês,BA,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,CE,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,DF,1349.336,1349.336,202204,MDO,Centro-Oeste
Operacional,mês,ES,1349.336,1349.336,202204,MDO,Sudeste
Operacional,mês,GO,1349.336,1349.336,202204,MDO,Centro-Oeste
Operacional,mês,MA,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,MG,1349.336,1349.336,202204,MDO,Sudeste
Operacional,mês,MS,1349.336,1349.336,202204,MDO,Centro-Oeste
Operacional,mês,MT,1349.336,1349.336,202204,MDO,Centro-Oeste
Operacional,mês,PA,1349.336,1349.336,202204,MDO,Norte
Operacional,mês,PB,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,PE,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,PI,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,PR,1349.336,1349.336,202204,MDO,Sul
Operacional,mês,RJ,1349.336,1349.336,202204,MDO,Sudeste
Operacional,mês,RN,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,RO,1349.336,1349.336,202204,MDO,Norte
Operacional,mês,RR,1349.336,1349.336,202204,MDO,Norte
Operacional,mês,RS,1349.336,1349.336,202204,MDO,Sul
Operacional,mês,SC,1349.336,1349.336,202204,MDO,Sul
Operacional,mês,SE,1349.336,1349.336,202204,MDO,Nordestes
Operacional,mês,SP,1349.336,1349.336,202204,MDO,Sudeste
Operacional,mês,TO,1349.336,1349.336,202204,MDO,Norte
Operador de equipamento especial,h,CE,14.5976,14.5976,202204,MDO,Nordestes
Operador de equipamento especial com periculosidade,h,CE,14.5976,14.5976,202204,MDO,Nordestes
Maquinista,h,PI,10.5366,10.5366,202204,MDO,Nordestes
Apontador,mês,CE,1712.32,1712.32,202204,MDO,Nordestes
Trabalhador de via,h,MT,5.7677,5.7677,202204,MDO,Centro-Oeste
Trabalhador de via,h,PE,5.7266,5.7266,202204,MDO,Nordestes
Pedreiro,h,SP,8.6921,8.6921,202204,MDO,Sudeste
Recepcionista,mês,DF,1789.452,1789.452,202204,MDO,Centro-Oeste
Recepcionista,mês,GO,1789.452,1789.452,202204,MDO,Centro-Oeste
Recepcionista,mês,MS,1789.452,1789.452,202204,MDO,Centro-Oeste
Recepcionista,mês,MT,1789.452,1789.452,202204,MDO,Centro-Oeste
Pedreiro - mensalista,mês,SP,1912.503,1912.503,202204,MDO,Sudeste
Motorista de veículo especial,h,MT,10.8854,10.8854,202204,MDO,Centro-Oeste
Motorista de veículo especial com periculosidade,h,MT,10.8854,10.8854,202204,MDO,Centro-Oeste
Auxiliar administrativo,mês,AC,1287.084,1287.084,202204,MDO,Norte
Operador de equipamento especial,h,PR,14.0087,14.0087,202204,MDO,Sul
Operador de equipamento especial com periculosidade,h,PR,14.0087,14.0087,202204,MDO,Sul
Ajudante,h,RS,6.9394,6.9394,202204,MDO,Sul
Perfurador de tubulão a ar comprimido com insalubridade,h,RS,6.9394,6.9394,202204,MDO,Sul
Perfurador de tubulão,h,RS,6.9394,6.9394,202204,MDO,Sul
Pré-marcador,h,RS,6.9394,6.9394,202204,MDO,Sul
Selecionador de material pétreo,h,RS,6.9394,6.9394,202204,MDO,Sul
Frentista de túnel,h,RS,6.9394,6.9394,202204,MDO,Sul
Frentista de túnel com periculosidade,h,RS,6.9394,6.9394,202204,MDO,Sul
Montador,h,SC,9.9636,9.9636,202204,MDO,Sul
Ajudante especializado,h,RS,8.3273,8.3273,202204,MDO,Sul
Montador,h,PR,9.9675,9.9675,202204,MDO,Sul
Montador,h,RS,9.9687,9.9687,202204,MDO,Sul
Laboratorista,mês,AC,2577.673,2577.673,202204,MDO,Norte
Laboratorista,mês,AM,2577.675,2577.675,202204,MDO,Norte
Laboratorista,mês,AP,2577.675,2577.675,202204,MDO,Norte
Laboratorista,mês,PA,2577.675,2577.675,202204,MDO,Norte
Laboratorista,mês,RO,2577.675,2577.675,202204,MDO,Norte
Laboratorista,mês,RR,2577.675,2577.675,202204,MDO,Norte
Laboratorista,mês,TO,2577.675,2577.675,202204,MDO,Norte
Operador de equipamento pesado,h,SE,8.939,8.939,202204,MDO,Nordestes
Operador de equipamento pesado com periculosidade,h,SE,8.939,8.939,202204,MDO,Nordestes
Trabalhador de via,h,PA,5.556,5.556,202204,MDO,Norte
Recepcionista,mês,AC,1548.535,1548.535,202204,MDO,Norte
Recepcionista,mês,AM,1548.535,1548.535,202204,MDO,Norte
Recepcionista,mês,AP,1548.535,1548.535,202204,MDO,Norte
Recepcionista,mês,PA,1548.535,1548.535,202204,MDO,Norte
Recepcionista,mês,RO,1548.535,1548.535,202204,MDO,Norte
Recepcionista,mês,RR,1548.535,1548.535,202204,MDO,Norte
Recepcionista,mês,TO,1548.535,1548.535,202204,MDO,Norte
Carpinteiro,h,ES,8.0777,8.0777,202204,MDO,Sudeste
Operador de equipamento especial,h,SE,12.0134,12.0134,202204,MDO,Nordestes
Operador de equipamento especial com periculosidade,h,SE,12.0134,12.0134,202204,MDO,Nordestes
Bombeiro hidráulico,h,PR,11.3476,11.3476,202204,MDO,Sul
Bombeiro hidráulico com periculosidade,h,PR,11.3476,11.3476,202204,MDO,Sul
Auxiliar administrativo,mês,MG,1566.002,1566.002,202204,MDO,Sudeste
Faxineiro,mês,AL,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,BA,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,CE,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,MA,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,PB,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,PE,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,PI,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,RN,1253.145,1253.145,202204,MDO,Nordestes
Faxineiro,mês,SE,1253.145,1253.145,202204,MDO,Nordestes
Topógrafo,mês,ES,2746.977,2746.977,202204,MDO,Sudeste
Bombeiro hidráulico,h,RS,11.3413,11.3413,202204,MDO,Sul
Bombeiro hidráulico com periculosidade,h,RS,11.3413,11.3413,202204,MDO,Sul
Bombeiro hidráulico,h,SC,11.3396,11.3396,202204,MDO,Sul
Bombeiro hidráulico com periculosidade,h,SC,11.3396,11.3396,202204,MDO,Sul
Topógrafo,mês,MG,2747.74,2747.74,202204,MDO,Sudeste
Carpinteiro,h,RO,7.8123,7.8123,202204,MDO,Norte
Operador de equipamento pesado,h,PR,10.3009,10.3009,202204,MDO,Sul
Operador de equipamento pesado com periculosidade,h,PR,10.3009,10.3009,202204,MDO,Sul
Topógrafo,mês,SP,2749.489,2749.489,202204,MDO,Sudeste
Vigia,mês,RS,1414.408,1414.408,202204,MDO,Sul
Topógrafo,mês,RJ,2750.289,2750.289,202204,MDO,Sudeste
Motorista de veículo especial,h,SE,9.3039,9.3039,202204,MDO,Nordestes
Motorista de veículo especial com periculosidade,h,SE,9.3039,9.3039,202204,MDO,Nordestes
Motorista de caminhão,h,RS,8.4268,8.4268,202204,MDO,Sul
Motorista de caminhão com periculosidade,h,RS,8.4268,8.4268,202204,MDO,Sul
Auxiliar administrativo,mês,GO,1489.02,1489.02,202204,MDO,Centro-Oeste
Apontador,mês,MT,1628.0,1628.0,202204,MDO,Centro-Oeste
Motorista de caminhão,h,SE,7.6294,7.6294,202204,MDO,Nordestes
Motorista de caminhão com periculosidade,h,SE,7.6294,7.6294,202204,MDO,Nordestes
Operador de equipamento pesado,h,AM,10.4854,10.4854,202204,MDO,Norte
Operador de equipamento pesado com periculosidade,h,AM,10.4854,10.4854,202204,MDO,Norte
Encarregado geral,mês,MA,5632.85,5632.85,202204,MDO,Nordestes
Chefe do setor administrativo,mês,PR,3972.622,3972.622,202204,MDO,Sul
Técnico de segurança do trabalho,mês,MG,2990.216,2990.216,202204,MDO,Sudeste
Técnico de segurança do trabalho,mês,ES,2990.283,2990.283,202204,MDO,Sudeste
Chefe do setor administrativo,mês,RS,3971.262,3971.262,202204,MDO,Sul
Encarregado geral,mês,MT,5405.041,5405.041,202204,MDO,Centro-Oeste
Operador de equipamento leve,h,ES,7.2138,7.2138,202204,MDO,Sudeste
Operador de equipamento leve com periculosidade,h,ES,7.2138,7.2138,202204,MDO,Sudeste
Operador de equipamento leve com insalubridade,h,ES,7.2138,7.2138,202204,MDO,Sudeste
Chefe do setor administrativo,mês,SC,3970.821,3970.821,202204,MDO,Sul
Auxiliar de laboratório,mês,AC,1534.928,1534.928,202204,MDO,Norte
Auxiliar de laboratório,mês,AM,1534.928,1534.928,202204,MDO,Norte
Auxiliar de laboratório,mês,AP,1534.928,1534.928,202204,MDO,Norte
Auxiliar de laboratório,mês,PA,1534.928,1534.928,202204,MDO,Norte
Auxiliar de laboratório,mês,RO,1534.928,1534.928,202204,MDO,Norte
Auxiliar de laboratório,mês,RR,1534.928,1534.928,202204,MDO,Norte
Auxiliar de laboratório,mês,TO,1534.928,1534.928,202204,MDO,Norte
Encarregado administrativo,mês,PR,3969.387,3969.387,202204,MDO,Sul
Encarregado administrativo,mês,RS,3969.387,3969.387,202204,MDO,Sul
Encarregado administrativo,mês,SC,3969.387,3969.387,202204,MDO,Sul
Técnico de segurança do trabalho,mês,RJ,2992.594,2992.594,202204,MDO,Sudeste
Soldador,h,SC,13.6507,13.6507,202204,MDO,Sul
Técnico de segurança do trabalho,mês,SP,2993.185,2993.185,202204,MDO,Sudeste
Carpinteiro,h,MG,7.7881,7.7881,202204,MDO,Sudeste
Soldador,h,RS,13.655,13.655,202204,MDO,Sul
Soldador,h,PR,13.6558,13.6558,202204,MDO,Sul
Engenheiro,mês,GO,11763.65,11763.65,202204,MDO,Centro-Oeste
Engenheiro supervisor,mês,GO,11763.65,11763.65,202204,MDO,Centro-Oeste
Engenheiro,mês,DF,11764.91,11764.91,202204,MDO,Centro-Oeste
Engenheiro supervisor,mês,DF,11764.91,11764.91,202204,MDO,Centro-Oeste
Eletricista,h,RS,8.9,8.9,202204,MDO,Sul
Eletricista com periculosidade,h,RS,8.9,8.9,202204,MDO,Sul
Encarregado geral,mês,PE,5251.609,5251.609,202204,MDO,Nordestes
Engenheiro,mês,MT,11767.18,11767.18,202204,MDO,Centro-Oeste
Engenheiro supervisor,mês,MT,11767.18,11767.18,202204,MDO,Centro-Oeste
Engenheiro,mês,MS,11767.61,11767.61,202204,MDO,Centro-Oeste
Engenheiro supervisor,mês,MS,11767.61,11767.61,202204,MDO,Centro-Oeste
Operador de equipamento pesado,h,AC,8.884,8.884,202204,MDO,Norte
Operador de equipamento pesado com periculosidade,h,AC,8.884,8.884,202204,MDO,Norte
Pedreiro - mensalista,mês,MG,1722.351,1722.351,202204,MDO,Sudeste
Comprador,mês,PR,3408.913,3408.913,202204,MDO,Sul
Comprador,mês,RS,3408.913,3408.913,202204,MDO,Sul
Comprador,mês,SC,3408.913,3408.913,202204,MDO,Sul
Motorista de veículo especial,h,PR,10.867,10.867,202204,MDO,Sul
Motorista de veículo especial com periculosidade,h,PR,10.867,10.867,202204,MDO,Sul
Operador de equipamento pesado,h,CE,10.7081,10.7081,202204,MDO,Nordestes
Operador de equipamento pesado com periculosidade,h,CE,10.7081,10.7081,202204,MDO,Nordestes
Eletricista,h,MT,8.92,8.92,202204,MDO,Centro-Oeste
Eletricista com periculosidade,h,MT,8.92,8.92,202204,MDO,Centro-Oeste
Pedreiro,h,MG,7.8293,7.8293,202204,MDO,Sudeste
Encarregado especializado,mês,PA,4139.062,4139.062,202204,MDO,Norte
Encarregado de obras de artes especiais,mês,PA,4139.062,4139.062,202204,MDO,Norte
Encarregado de terraplenagem,mês,PA,4139.062,4139.062,202204,MDO,Norte
Encarregado de pavimentação,mês,PA,4139.062,4139.062,202204,MDO,Norte
Encarregado de superestrutura ferroviária,mês,PA,4139.062,4139.062,202204,MDO,Norte
Encarregado de conservação rodoviária,mês,PA,4139.062,4139.062,202204,MDO,Norte
Eletricista - mensalista,mês,RS,1957.53,1957.53,202204,MDO,Sul
Desenhista,mês,PR,2743.734,2743.734,202204,MDO,Sul
Desenhista,mês,RS,2743.734,2743.734,202204,MDO,Sul
Desenhista,mês,SC,2743.734,2743.734,202204,MDO,Sul
Eletricista - mensalista,mês,MT,1961.54,1961.54,202204,MDO,Centro-Oeste
Carpinteiro,h,CE,7.6846,7.6846,202204,MDO,Nordestes
Operador de equipamento pesado,h,MG,10.5795,10.5795,202204,MDO,Sudeste
Operador de equipamento pesado com periculosidade,h,MG,10.5795,10.5795,202204,MDO,Sudeste
Trabalhador de via,h,AP,5.5411,5.5411,202204,MDO,Norte
Auxiliar de blaster,h,AC,7.7949,7.7949,202204,MDO,Norte
Auxiliar de blaster,h,AL,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,AM,7.7949,7.7949,202204,MDO,Norte
Auxiliar de blaster,h,AP,7.7949,7.7949,202204,MDO,Norte
Auxiliar de blaster,h,BA,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,CE,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,DF,7.7949,7.7949,202204,MDO,Centro-Oeste
Auxiliar de blaster,h,ES,7.7949,7.7949,202204,MDO,Sudeste
Auxiliar de blaster,h,GO,7.7949,7.7949,202204,MDO,Centro-Oeste
Auxiliar de blaster,h,MA,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,MG,7.7949,7.7949,202204,MDO,Sudeste
Auxiliar de blaster,h,MS,7.7949,7.7949,202204,MDO,Centro-Oeste
Auxiliar de blaster,h,MT,7.7949,7.7949,202204,MDO,Centro-Oeste
Auxiliar de blaster,h,PA,7.7949,7.7949,202204,MDO,Norte
Auxiliar de blaster,h,PB,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,PE,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,PI,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,PR,7.7949,7.7949,202204,MDO,Sul
Auxiliar de blaster,h,RJ,7.7949,7.7949,202204,MDO,Sudeste
Auxiliar de blaster,h,RN,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,RO,7.7949,7.7949,202204,MDO,Norte
Auxiliar de blaster,h,RR,7.7949,7.7949,202204,MDO,Norte
Auxiliar de blaster,h,RS,7.7949,7.7949,202204,MDO,Sul
Auxiliar de blaster,h,SC,7.7949,7.7949,202204,MDO,Sul
Auxiliar de blaster,h,SE,7.7949,7.7949,202204,MDO,Nordestes
Auxiliar de blaster,h,SP,7.7949,7.7949,202204,MDO,Sudeste
Auxiliar de blaster,h,TO,7.7949,7.7949,202204,MDO,Norte
Operador de equipamento especial,h,BA,13.9112,13.9112,202204,MDO,Nordestes
Operador de equipamento especial com periculosidade,h,BA,13.9112,13.9112,202204,MDO,Nordestes
Eletricista,h,ES,9.83,9.83,202204,MDO,Sudeste
Eletricista com periculosidade,h,ES,9.83,9.83,202204,MDO,Sudeste
Topógrafo,mês,DF,2357.782,2357.782,202204,MDO,Centro-Oeste
Operador de equipamento pesado,h,SP,11.0115,11.0115,202204,MDO,Sudeste
Operador de equipamento pesado com periculosidade,h,SP,11.0115,11.0115,202204,MDO,Sudeste
Trabalhador de via,h,DF,5.5391,5.5391,202204,MDO,Centro-Oeste
Eletricista - mensalista,mês,ES,2162.86,2162.86,202204,MDO,Sudeste
Topógrafo,mês,MS,2358.444,2358.444,202204,MDO,Centro-Oeste
Topógrafo,mês,GO,2358.497,2358.497,202204,MDO,Centro-Oeste
Topógrafo,mês,MT,2358.8,2358.8,202204,MDO,Centro-Oeste
Operador de equipamento especial,h,SP,15.5325,15.5325,202204,MDO,Sudeste
Operador de equipamento especial com periculosidade,h,SP,15.5325,15.5325,202204,MDO,Sudeste
Motorista de caminhão,h,RO,8.7276,8.7276,202204,MDO,Norte
Motorista de caminhão com periculosidade,h,RO,8.7276,8.7276,202204,MDO,Norte
Motorista de veículo leve - mensalista,mês,SP,1930.19,1930.19,202204,MDO,Sudeste
Motorista de veículo leve,h,SP,8.7736,8.7736,202204,MDO,Sudeste
Operador de equipamento especial,h,MA,13.8654,13.8654,202204,MDO,Nordestes
Operador de equipamento especial com periculosidade,h,MA,13.8654,13.8654,202204,MDO,Nordestes
Motorista de veículo leve - mensalista,mês,RJ,1929.943,1929.943,202204,MDO,Sudeste
Motorista de veículo leve,h,RJ,8.7725,8.7725,202204,MDO,Sudeste
Trabalhador de via,h,PR,6.7533,6.7533,202204,MDO,Sul
Pedreiro - mensalista,mês,AC,1748.352,1748.352,202204,MDO,Norte
Motorista de veículo leve,h,ES,8.7702,8.7702,202204,MDO,Sudeste
Motorista de veículo leve - mensalista,mês,ES,1929.452,1929.452,202204,MDO,Sudeste
Servente,h,AC,5.6709,5.6709,202204,MDO,Norte
Servente com periculosidade,h,AC,5.6709,5.6709,202204,MDO,Norte
Servente - mensalista,mês,AC,1247.607,1247.607,202204,MDO,Norte
Trabalhador de via,h,AC,5.6709,5.6709,202204,MDO,Norte
Motorista de veículo leve,h,MG,8.7677,8.7677,202204,MDO,Sudeste
Motorista de veículo leve - mensalista,mês,MG,1928.896,1928.896,202204,MDO,Sudeste
Operador de equipamento leve,h,MG,6.9618,6.9618,202204,MDO,Sudeste
Operador de equipamento leve com periculosidade,h,MG,6.9618,6.9618,202204,MDO,Sudeste
Operador de equipamento leve com insalubridade,h,MG,6.9618,6.9618,202204,MDO,Sudeste
Pedreiro,h,AC,7.9479,7.9479,202204,MDO,Norte
Topógrafo,mês,PR,2717.587,2717.587,202204,MDO,Sul
Montador,h,AL,9.292,9.292,202204,MDO,Nordestes
Montador,h,BA,9.292,9.292,202204,MDO,Nordestes
Montador,h,CE,9.292,9.292,202204,MDO,Nordestes
Montador,h,MA,9.292,9.292,202204,MDO,Nordestes
Montador,h,PB,9.292,9.292,202204,MDO,Nordestes
Montador,h,PE,9.292,9.292,202204,MDO,Nordestes
Montador,h,PI,9.292,9.292,202204,MDO,Nordestes
Montador,h,RN,9.292,9.292,202204,MDO,Nordestes
Montador,h,SE,9.292,9.292,202204,MDO,Nordestes
Soldador,h,AL,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,BA,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,CE,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,MA,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,PB,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,PE,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,PI,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,RN,12.6764,12.6764,202204,MDO,Nordestes
Soldador,h,SE,12.6764,12.6764,202204,MDO,Nordestes
Pintor,h,SC,8.7342,8.7342,202204,MDO,Sul
Pintor,h,PR,8.7336,8.7336,202204,MDO,Sul
Topógrafo,mês,SC,2718.331,2718.331,202204,MDO,Sul
Topógrafo,mês,RS,2718.366,2718.366,202204,MDO,Sul
Auxiliar administrativo,mês,RS,1651.103,1651.103,202204,MDO,Sul
Motorista de caminhão,h,RJ,8.974,8.974,202204,MDO,Sudeste
Motorista de caminhão com periculosidade,h,RJ,8.974,8.974,202204,MDO,Sudeste
Operador de equipamento especial,h,GO,14.0217,14.0217,202204,MDO,Centro-Oeste
